sample_id,file_path,file_name,folder_name,family,mixture_order,has_mba,has_thiram,has_mg,c_mba,c_thiram,c_mg,has_agnps,role_mba,group_id,parser_version,parse_note,fold_id
S0123,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔+银+0.6\SP_38.csv,SP_38.csv,孔+银+0.6,single,1,False,False,True,0,0,6,True,probe/reference,孔+银+0.6,v1.0,,4
S0124,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔+银+0.6\SP_42.csv,SP_42.csv,孔+银+0.6,single,1,False,False,True,0,0,6,True,probe/reference,孔+银+0.6,v1.0,,4
S0125,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔+银+0.6\SP_43.csv,SP_43.csv,孔+银+0.6,single,1,False,False,True,0,0,6,True,probe/reference,孔+银+0.6,v1.0,,4
S0126,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔+银+0.6\SP_45.csv,SP_45.csv,孔+银+0.6,single,1,False,False,True,0,0,6,True,probe/reference,孔+银+0.6,v1.0,,4
S0127,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔+银+0.6\SP_48.csv,SP_48.csv,孔+银+0.6,single,1,False,False,True,0,0,6,True,probe/reference,孔+银+0.6,v1.0,,4
S0128,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔+银+0.6\SP_49.csv,SP_49.csv,孔+银+0.6,single,1,False,False,True,0,0,6,True,probe/reference,孔+银+0.6,v1.0,,4
S0129,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔+银+0.6\SP_50.csv,SP_50.csv,孔+银+0.6,single,1,False,False,True,0,0,6,True,probe/reference,孔+银+0.6,v1.0,,4
S0130,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_61.csv,SP_61.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0131,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_62.csv,SP_62.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0132,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_63.csv,SP_63.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0133,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_65.csv,SP_65.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0134,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_67.csv,SP_67.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0135,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_68.csv,SP_68.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0136,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_69.csv,SP_69.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0137,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_70.csv,SP_70.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0138,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_71.csv,SP_71.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0139,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_72.csv,SP_72.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0140,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_73.csv,SP_73.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0141,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_74.csv,SP_74.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0142,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_75.csv,SP_75.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0143,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4m4\SP_76.csv,SP_76.csv,孔4m4,binary_MBA_MG,2,True,False,True,4,0,4,True,probe/reference,孔4m4,v1.0,,1
S0144,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_77.csv,SP_77.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0145,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_78.csv,SP_78.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0146,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_79.csv,SP_79.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0147,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_80.csv,SP_80.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0148,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_81.csv,SP_81.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0149,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_82.csv,SP_82.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0150,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_83.csv,SP_83.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0151,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_84.csv,SP_84.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0152,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_85.csv,SP_85.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0153,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_86.csv,SP_86.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0154,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_87.csv,SP_87.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0155,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M5\SP_88.csv,SP_88.csv,孔4M5,binary_MBA_MG,2,True,False,True,5,0,4,True,probe/reference,孔4M5,v1.0,,4
S0156,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_100.csv,SP_100.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0157,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_101.csv,SP_101.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0158,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_102.csv,SP_102.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0159,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_89.csv,SP_89.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0160,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_90.csv,SP_90.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0161,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_91.csv,SP_91.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0162,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_92.csv,SP_92.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0163,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_93.csv,SP_93.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0164,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_94.csv,SP_94.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0165,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_95.csv,SP_95.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0166,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_96.csv,SP_96.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0167,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_97.csv,SP_97.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0168,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_98.csv,SP_98.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0169,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔4M6\SP_99.csv,SP_99.csv,孔4M6,binary_MBA_MG,2,True,False,True,6,0,4,True,probe/reference,孔4M6,v1.0,,4
S0170,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_100.csv,SP_100.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0171,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_86.csv,SP_86.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0172,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_87.csv,SP_87.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0173,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_88.csv,SP_88.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0174,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_89.csv,SP_89.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0175,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_91.csv,SP_91.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0176,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_92.csv,SP_92.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0177,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_93.csv,SP_93.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0178,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_94.csv,SP_94.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0179,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_95.csv,SP_95.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0180,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_96.csv,SP_96.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0181,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_97.csv,SP_97.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0182,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_98.csv,SP_98.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0183,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m4\SP_99.csv,SP_99.csv,孔5m4,binary_MBA_MG,2,True,False,True,4,0,5,True,probe/reference,孔5m4,v1.0,,4
S0184,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_101.csv,SP_101.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0185,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_102.csv,SP_102.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0186,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_103.csv,SP_103.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0187,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_104.csv,SP_104.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0188,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_105.csv,SP_105.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0189,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_106.csv,SP_106.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0190,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_107.csv,SP_107.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0191,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_108.csv,SP_108.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0192,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_109.csv,SP_109.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0193,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_110.csv,SP_110.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0194,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_111.csv,SP_111.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0195,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_112.csv,SP_112.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0196,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_113.csv,SP_113.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0197,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m5\SP_114.csv,SP_114.csv,孔5m5,binary_MBA_MG,2,True,False,True,5,0,5,True,probe/reference,孔5m5,v1.0,,3
S0198,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_115.csv,SP_115.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0199,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_116.csv,SP_116.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0200,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_117.csv,SP_117.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0201,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_118.csv,SP_118.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0202,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_119.csv,SP_119.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0203,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_120.csv,SP_120.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0204,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_121.csv,SP_121.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0205,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_122.csv,SP_122.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0206,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_123.csv,SP_123.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0207,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_124.csv,SP_124.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0208,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_125.csv,SP_125.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0209,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_126.csv,SP_126.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0210,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_127.csv,SP_127.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0211,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_128.csv,SP_128.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0212,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_129.csv,SP_129.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0213,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔5m6\SP_130.csv,SP_130.csv,孔5m6,binary_MBA_MG,2,True,False,True,6,0,5,True,probe/reference,孔5m6,v1.0,,0
S0214,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_131.csv,SP_131.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0215,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_132.csv,SP_132.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0216,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_133.csv,SP_133.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0217,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_134.csv,SP_134.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0218,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_135.csv,SP_135.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0219,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_136.csv,SP_136.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0220,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_137.csv,SP_137.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0221,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_138.csv,SP_138.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0222,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_139.csv,SP_139.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0223,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_140.csv,SP_140.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0224,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_141.csv,SP_141.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0225,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_142.csv,SP_142.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0226,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_143.csv,SP_143.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0227,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_144.csv,SP_144.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0228,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m4\SP_145.csv,SP_145.csv,孔6m4,binary_MBA_MG,2,True,False,True,4,0,6,True,probe/reference,孔6m4,v1.0,,2
S0229,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_146.csv,SP_146.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0230,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_147.csv,SP_147.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0231,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_148.csv,SP_148.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0232,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_149.csv,SP_149.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0233,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_150.csv,SP_150.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0234,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_151.csv,SP_151.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0235,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_152.csv,SP_152.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0236,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_153.csv,SP_153.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0237,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_154.csv,SP_154.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0238,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_155.csv,SP_155.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0239,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_156.csv,SP_156.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0240,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_157.csv,SP_157.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0241,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_158.csv,SP_158.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0242,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_159.csv,SP_159.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0243,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m5\SP_160.csv,SP_160.csv,孔6m5,binary_MBA_MG,2,True,False,True,5,0,6,True,probe/reference,孔6m5,v1.0,,0
S0244,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m6\SP_161.csv,SP_161.csv,孔6m6,binary_MBA_MG,2,True,False,True,6,0,6,True,probe/reference,孔6m6,v1.0,,3
S0245,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m6\SP_162.csv,SP_162.csv,孔6m6,binary_MBA_MG,2,True,False,True,6,0,6,True,probe/reference,孔6m6,v1.0,,3
S0246,d:\通过拉曼光谱预测物及其浓度\混合数据\mba+福+孔\孔6m6\SP_163.csv,SP_163.csv,孔6m6,binary_MBA_MG,2,True,False,True,6,0,6,True,probe/reference,孔6m6,v1.0,,3
