file_path,file_name,folder_name,c_thiram,c_mg,c_mba,has_thiram,has_mg,has_mba,mixture_order,family,sample_id,group_id,fold_id
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_133.csv,SP_133.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0155,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_134.csv,SP_134.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0156,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_135.csv,SP_135.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0157,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_136.csv,SP_136.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0158,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_137.csv,SP_137.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0159,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_138.csv,SP_138.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0160,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_139.csv,SP_139.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0161,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_140.csv,SP_140.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0162,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_141.csv,SP_141.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0163,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_142.csv,SP_142.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0164,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_143.csv,SP_143.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0165,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_144.csv,SP_144.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0166,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m4\SP_145.csv,SP_145.csv,K6m4,0,6,4,False,True,True,2,binary_MG_MBA,S0167,K6m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_146.csv,SP_146.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0168,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_147.csv,SP_147.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0169,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_148.csv,SP_148.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0170,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_149.csv,SP_149.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0171,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_150.csv,SP_150.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0172,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_151.csv,SP_151.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0173,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_152.csv,SP_152.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0174,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_153.csv,SP_153.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0175,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_154.csv,SP_154.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0176,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_155.csv,SP_155.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0177,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_156.csv,SP_156.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0178,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_157.csv,SP_157.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0179,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_158.csv,SP_158.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0180,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_159.csv,SP_159.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0181,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m5\SP_160.csv,SP_160.csv,K6m5,0,6,5,False,True,True,2,binary_MG_MBA,S0182,K6m5,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_161.csv,SP_161.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0183,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_162.csv,SP_162.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0184,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_163.csv,SP_163.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0185,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_164.csv,SP_164.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0186,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_165.csv,SP_165.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0187,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_166.csv,SP_166.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0188,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_167.csv,SP_167.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0189,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_168.csv,SP_168.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0190,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_169.csv,SP_169.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0191,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_170.csv,SP_170.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0192,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_171.csv,SP_171.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0193,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_172.csv,SP_172.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0194,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_173.csv,SP_173.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0195,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\K6m6\SP_174.csv,SP_174.csv,K6m6,0,6,6,False,True,True,2,binary_MG_MBA,S0196,K6m6,0
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_10.csv,SP_10.csv,m4,0,0,4,False,False,True,1,single,S0197,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_11.csv,SP_11.csv,m4,0,0,4,False,False,True,1,single,S0198,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_12.csv,SP_12.csv,m4,0,0,4,False,False,True,1,single,S0199,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_13.csv,SP_13.csv,m4,0,0,4,False,False,True,1,single,S0200,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_14.csv,SP_14.csv,m4,0,0,4,False,False,True,1,single,S0201,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_15.csv,SP_15.csv,m4,0,0,4,False,False,True,1,single,S0202,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_16.csv,SP_16.csv,m4,0,0,4,False,False,True,1,single,S0203,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_17.csv,SP_17.csv,m4,0,0,4,False,False,True,1,single,S0204,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_18.csv,SP_18.csv,m4,0,0,4,False,False,True,1,single,S0205,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_19.csv,SP_19.csv,m4,0,0,4,False,False,True,1,single,S0206,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_20.csv,SP_20.csv,m4,0,0,4,False,False,True,1,single,S0207,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_21.csv,SP_21.csv,m4,0,0,4,False,False,True,1,single,S0208,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_22.csv,SP_22.csv,m4,0,0,4,False,False,True,1,single,S0209,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_23.csv,SP_23.csv,m4,0,0,4,False,False,True,1,single,S0210,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_4.csv,SP_4.csv,m4,0,0,4,False,False,True,1,single,S0211,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_5.csv,SP_5.csv,m4,0,0,4,False,False,True,1,single,S0212,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_6.csv,SP_6.csv,m4,0,0,4,False,False,True,1,single,S0213,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_7.csv,SP_7.csv,m4,0,0,4,False,False,True,1,single,S0214,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_8.csv,SP_8.csv,m4,0,0,4,False,False,True,1,single,S0215,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m4\SP_9.csv,SP_9.csv,m4,0,0,4,False,False,True,1,single,S0216,m4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_51.csv,SP_51.csv,m5,0,0,5,False,False,True,1,single,S0217,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_52.csv,SP_52.csv,m5,0,0,5,False,False,True,1,single,S0218,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_53.csv,SP_53.csv,m5,0,0,5,False,False,True,1,single,S0219,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_54.csv,SP_54.csv,m5,0,0,5,False,False,True,1,single,S0220,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_55.csv,SP_55.csv,m5,0,0,5,False,False,True,1,single,S0221,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_57.csv,SP_57.csv,m5,0,0,5,False,False,True,1,single,S0222,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_58.csv,SP_58.csv,m5,0,0,5,False,False,True,1,single,S0223,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_59.csv,SP_59.csv,m5,0,0,5,False,False,True,1,single,S0224,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_60.csv,SP_60.csv,m5,0,0,5,False,False,True,1,single,S0225,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_61.csv,SP_61.csv,m5,0,0,5,False,False,True,1,single,S0226,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_62.csv,SP_62.csv,m5,0,0,5,False,False,True,1,single,S0227,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_63.csv,SP_63.csv,m5,0,0,5,False,False,True,1,single,S0228,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_64.csv,SP_64.csv,m5,0,0,5,False,False,True,1,single,S0229,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_65.csv,SP_65.csv,m5,0,0,5,False,False,True,1,single,S0230,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_66.csv,SP_66.csv,m5,0,0,5,False,False,True,1,single,S0231,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_67.csv,SP_67.csv,m5,0,0,5,False,False,True,1,single,S0232,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_68.csv,SP_68.csv,m5,0,0,5,False,False,True,1,single,S0233,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_69.csv,SP_69.csv,m5,0,0,5,False,False,True,1,single,S0234,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_70.csv,SP_70.csv,m5,0,0,5,False,False,True,1,single,S0235,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m5\SP_71.csv,SP_71.csv,m5,0,0,5,False,False,True,1,single,S0236,m5,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_10.csv,SP_10.csv,m6,0,0,6,False,False,True,1,single,S0237,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_11.csv,SP_11.csv,m6,0,0,6,False,False,True,1,single,S0238,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_12.csv,SP_12.csv,m6,0,0,6,False,False,True,1,single,S0239,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_13.csv,SP_13.csv,m6,0,0,6,False,False,True,1,single,S0240,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_14.csv,SP_14.csv,m6,0,0,6,False,False,True,1,single,S0241,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_15.csv,SP_15.csv,m6,0,0,6,False,False,True,1,single,S0242,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_16.csv,SP_16.csv,m6,0,0,6,False,False,True,1,single,S0243,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_18.csv,SP_18.csv,m6,0,0,6,False,False,True,1,single,S0244,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_19.csv,SP_19.csv,m6,0,0,6,False,False,True,1,single,S0245,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_22.csv,SP_22.csv,m6,0,0,6,False,False,True,1,single,S0246,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_23.csv,SP_23.csv,m6,0,0,6,False,False,True,1,single,S0247,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_24.csv,SP_24.csv,m6,0,0,6,False,False,True,1,single,S0248,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_25.csv,SP_25.csv,m6,0,0,6,False,False,True,1,single,S0249,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_26.csv,SP_26.csv,m6,0,0,6,False,False,True,1,single,S0250,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_3.csv,SP_3.csv,m6,0,0,6,False,False,True,1,single,S0251,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_4.csv,SP_4.csv,m6,0,0,6,False,False,True,1,single,S0252,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_5.csv,SP_5.csv,m6,0,0,6,False,False,True,1,single,S0253,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_6.csv,SP_6.csv,m6,0,0,6,False,False,True,1,single,S0254,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_7.csv,SP_7.csv,m6,0,0,6,False,False,True,1,single,S0255,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_8.csv,SP_8.csv,m6,0,0,6,False,False,True,1,single,S0256,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\m6\SP_9.csv,SP_9.csv,m6,0,0,6,False,False,True,1,single,S0257,m6,2
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_12.csv,SP_12.csv,美4,4,0,0,True,False,False,1,single,S0258,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_13.csv,SP_13.csv,美4,4,0,0,True,False,False,1,single,S0259,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_14.csv,SP_14.csv,美4,4,0,0,True,False,False,1,single,S0260,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_15.csv,SP_15.csv,美4,4,0,0,True,False,False,1,single,S0261,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_16.csv,SP_16.csv,美4,4,0,0,True,False,False,1,single,S0262,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_17.csv,SP_17.csv,美4,4,0,0,True,False,False,1,single,S0263,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_18.csv,SP_18.csv,美4,4,0,0,True,False,False,1,single,S0264,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_19.csv,SP_19.csv,美4,4,0,0,True,False,False,1,single,S0265,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_20.csv,SP_20.csv,美4,4,0,0,True,False,False,1,single,S0266,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_21.csv,SP_21.csv,美4,4,0,0,True,False,False,1,single,S0267,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_22.csv,SP_22.csv,美4,4,0,0,True,False,False,1,single,S0268,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_23.csv,SP_23.csv,美4,4,0,0,True,False,False,1,single,S0269,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_24.csv,SP_24.csv,美4,4,0,0,True,False,False,1,single,S0270,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_25.csv,SP_25.csv,美4,4,0,0,True,False,False,1,single,S0271,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_26.csv,SP_26.csv,美4,4,0,0,True,False,False,1,single,S0272,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_27.csv,SP_27.csv,美4,4,0,0,True,False,False,1,single,S0273,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_8.csv,SP_8.csv,美4,4,0,0,True,False,False,1,single,S0274,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4\SP_9.csv,SP_9.csv,美4,4,0,0,True,False,False,1,single,S0275,美4,1
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_1.csv,SP_1.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0276,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_10.csv,SP_10.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0277,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_11.csv,SP_11.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0278,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_12.csv,SP_12.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0279,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_13.csv,SP_13.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0280,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_14.csv,SP_14.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0281,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_15.csv,SP_15.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0282,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_16.csv,SP_16.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0283,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_17.csv,SP_17.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0284,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_18.csv,SP_18.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0285,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_19.csv,SP_19.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0286,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_20.csv,SP_20.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0287,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_21.csv,SP_21.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0288,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_3.csv,SP_3.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0289,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_4.csv,SP_4.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0290,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_5.csv,SP_5.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0291,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_6.csv,SP_6.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0292,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_7.csv,SP_7.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0293,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_8.csv,SP_8.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0294,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4\SP_9.csv,SP_9.csv,美4K4,4,4,0,True,True,False,2,binary_Thiram_MG,S0295,美4K4,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_1.csv,SP_1.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0296,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_10.csv,SP_10.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0297,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_11.csv,SP_11.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0298,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_12.csv,SP_12.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0299,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_2.csv,SP_2.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0300,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_3.csv,SP_3.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0301,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_4.csv,SP_4.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0302,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_5.csv,SP_5.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0303,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_6.csv,SP_6.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0304,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_7.csv,SP_7.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0305,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_8.csv,SP_8.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0306,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m4\SP_9.csv,SP_9.csv,美4K4m4,4,4,4,True,True,True,3,ternary,S0307,美4K4m4,3
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_13.csv,SP_13.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0308,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_14.csv,SP_14.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0309,美4K4m5,4
d:\通过拉曼光谱预测物及其浓度\混合数据\美Km混合光谱\美4K4m5\SP_15.csv,SP_15.csv,美4K4m5,4,4,5,True,True,True,3,ternary,S0310,美4K4m5,4
